"ID","AcceptedTaxonID","Genus","SubGenusName","SpeciesEpithet","AuthorString","InfraSpeciesEpithet","InfraSpeciesMarker","InfraSpeciesAuthorString","GSDNameStatus","Sp2000NameStatus","GSDNameGUID"
"Neu-Syn-138162,"Neu-672","Inocellia","Negha","inflata","(Hagen, 1861)",,,,"","Synonym",""
"Neu-Syn-138172,"Neu-337","Agulla",,"assimilis","(Albarda, 1891)",,,,"","Synonym",""
"Neu-Syn-138182,"Neu-337","Raphidia","Agulla","assimilis","(Albarda, 1891)",,,,"","Synonym",""
"Neu-Syn-138192,"Neu-1735","Glavia",,"astuta","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-138202,"Neu-1735","Raphidia","Agulla","astuta","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-138212,"Neu-4756","Raphidilla",,"bicolor","(Albarda, 1891)",,,,"","Synonym",""
"Neu-Syn-138222,"Neu-4756","Raphidia","Agulla","bicolor","(Albarda, 1891)",,,,"","Synonym",""
"Neu-Syn-138232,"Neu-4757","Raphidia","Agulla","bractea","(Carpenter, 1936)",,,,"","Synonym",""
"Neu-Syn-138242,"Neu-8047","Raphidia","Agulla","flexa","(Carpenter, 1936)",,,,"","Synonym",""
"Neu-Syn-138252,"Neu-8048","Raphidia","Agulla","herbsti","Esben-Petersen, 1912",,,,"","Synonym",""
"Neu-Syn-138262,"Neu-2906","Raphidia","Agulla","nigrinotum","(Woglum & McGregor, 1964)",,,,"","Synonym",""
"Neu-Syn-138272,"Neu-2906","Agulla","Agulla","nigrinotum","Woglum & McGregor, 1964",,,,"","Synonym",""
"Neu-Syn-138292,"Neu-1853","Raphidia","Agulla","directa","(Carpenter, 1936)",,,,"","Synonym",""
"Neu-Syn-138302,"Neu-2719","Glavia",,"adnixa","(Hagen, 1861)",,,,"","Synonym",""
"Neu-Syn-138312,"Neu-2719","Agulla","Agulla","adnixa","(Hagen, 1861)",,,,"","Synonym",""
"Neu-Syn-138322,"Neu-2719","Raphidia","Agulla","adnixa","Hagen, 1861",,,,"","Synonym",""
"Neu-Syn-138332,"Neu-16680","Raphidia","Agulla","banksi","(Carpenter, 1936)",,,,"","Synonym",""
"Neu-Syn-138342,"Neu-172","Raphidia","Agulla","modesta","(Carpenter, 1936)",,,,"","Synonym",""
"Neu-Syn-138352,"Neu-2942","Raphidia","Agulla","unicolor","(Carpenter, 1936)",,,,"","Synonym",""
"Neu-Syn-138362,"Neu-2850","Alena",,"distincta","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-138372,"Neu-2850","Agulla","Alena","distincta","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-138382,"Neu-2850","Raphidia","Alena","distincta","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-138392,"Neu-1242","Alena",,"minuta","(Banks, 1903)",,,,"","Synonym",""
"Neu-Syn-138402,"Neu-1242","Agulla","Alena","minuta","(Banks, 1903)",,,,"","Synonym",""
"Neu-Syn-138412,"Neu-1242","Raphidia","Sombreroraphidia","minuta","Banks, 1903",,,,"","Synonym",""
"Neu-Syn-138432,"Neu-4763","Raphidia",,"cornuta","(Linnaeus, 1758)",,,,"","Synonym",""
"Neu-Syn-138442,"Neu-281","Semblis",,"pectinicornis","(Linnaeus, 1763)",,,,"","Synonym",""
"Neu-Syn-138452,"Neu-1251","Neohermes",,"disjunctus","(Walker in Lord, 1866)",,,,"","Synonym",""
"Neu-Syn-138472,"Neu-4940","Megalomus",,"anomalus","(González Olazo, 1993)",,,,"","Synonym",""
"Neu-Syn-138482,"Neu-9911","Pleomegalomus",,"pictus","(Hagen, 1861)",,,,"","Synonym",""
"Neu-Syn-138492,"Neu-4075","Pleomegalomus",,"latus","(Banks, 1903)",,,,"","Synonym",""
"Neu-Syn-138502,"Neu-8180","Pirionus",,"flinti","(Nakahara, 1965)",,,,"","Synonym",""
"Neu-Syn-138522,"Neu-7072","Haarupiella",,"impudica","(Gerstaecker, 1888)",,,,"","Synonym",""
"Neu-Syn-138562,"Neu-2728","Megalomus",,"stangei","González Olazo, 1981",,,,"","Synonym",""
"Neu-Syn-138652,"Neu-1167","Dichochrysa",,"sjostedti","(van der Weele, 1910)",,,,"","Synonym",""
"Neu-Syn-138662,"Neu-3690","Dichochrysa",,"tacta","(Navás, 1921)",,,,"","Synonym",""
"Neu-Syn-138672,"Neu-3690","Chrysopa","Anisochrysa","tacta","Navás, 1921",,,,"","Synonym",""
"Neu-Syn-138682,"Neu-5059","Dichochrysa",,"bibens","Hölzel et al., 1997",,,,"","Synonym",""
"Neu-Syn-138692,"Neu-7909","Dichochrysa",,"alliumolens","Hölzel et al., 1997",,,,"","Synonym",""
"Neu-Syn-138762,"Neu-2538","Chrysotropia",,"ciliata","(Wesmael, 1841)",,,,"","Synonym",""
"Neu-Syn-138772,"Neu-6493","Dichochrysa",,"clathrata","(Schneider, 1845)",,,,"","Synonym",""
"Neu-Syn-138782,"Neu-711","Dichochrysa",,"flavifrons","(Brauer, 1851)",,,,"","Synonym",""
"Neu-Syn-138792,"Neu-2335","Dichochrysa",,"granadensis","(Pictet, 1865)",,,,"","Synonym",""
"Neu-Syn-138802,"Neu-2405","Dichochrysa",,"picteti","(McLachlan, 1880)",,,,"","Synonym",""
"Neu-Syn-138812,"Neu-5131","Dichochrysa",,"inornata","(Navás, 1901)",,,,"","Synonym",""
"Neu-Syn-138822,"Neu-215","Dichochrysa",,"iberica","(Navás, 1903)",,,,"","Synonym",""
"Neu-Syn-138832,"Neu-1725","Dichochrysa",,"subcubitalis","(Navás, 1901)",,,,"","Synonym",""
"Neu-Syn-138842,"Neu-5521","Dichochrysa",,"alarconi","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-138852,"Neu-1889","Dichochrysa",,"maghrebina","(Hölzel & Ohm, 1984)",,,,"","Synonym",""
"Neu-Syn-138862,"Neu-4004","Dichochrysa",,"zelleri","(Schneider, 1851)",,,,"","Synonym",""
"Neu-Syn-138872,"Neu-2762","Dichochrysa",,"ventralis","(Curtis, 1834)",,,,"","Synonym",""
"Neu-Syn-138882,"Neu-32","Dichochrysa",,"ariadne","(Hölzel, 1978)",,,,"","Synonym",""
"Neu-Syn-138892,"Neu-2898","Dichochrysa",,"genei","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-138902,"Neu-5740","Dichochrysa",,"venosa","(Rambur, 1838)",,,,"","Synonym",""
"Neu-Syn-138912,"Neu-2513","Dichochrysa",,"venusta","(Hölzel, 1974)",,,,"","Synonym",""
"Neu-Syn-138922,"Neu-1237","Dichochrysa",,"sybaritica","(McLachlan in Fedchenko, 1875)",,,,"","Synonym",""
"Neu-Syn-138932,"Neu-4542","Dichochrysa",,"subflavifrons","(Tjeder, 1949)",,,,"","Synonym",""
"Neu-Syn-138942,"Neu-5109","Dichochrysa",,"phlebia","(Navás, 1927)",,,,"","Synonym",""
"Neu-Syn-138952,"Neu-1344","Dichochrysa",,"amseli","(Hölzel, 1980)",,,,"","Synonym",""
"Neu-Syn-138962,"Neu-473","Dichochrysa",,"aegyptiaca","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-138972,"Neu-6950","Dichochrysa",,"gravesi","(Navás, 1926)",,,,"","Synonym",""
"Neu-Syn-138982,"Neu-1921","Dichochrysa",,"ifranina","(Navás, 1936)",,,,"","Synonym",""
"Neu-Syn-138992,"Neu-1781","Dichochrysa",,"irrorella","(Navás, 1936)",,,,"","Synonym",""
"Neu-Syn-139002,"Neu-604","Dichochrysa",,"melanopis","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-139012,"Neu-1016","Dichochrysa",,"selenia","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-139022,"Neu-1741","Dichochrysa",,"deserta","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-139042,"Neu-7934","Olivierina",,"palmonii","(Tjeder, 1970)",,,,"","Synonym",""
"Neu-Syn-139072,"Neu-5800","Myrmecaelurus",,"elegans","(Banks, 1937)",,,,"","Synonym",""
"Neu-Syn-139092,"Neu-9323","Cueta",,"arenosa","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-139122,"Neu-16818","Myrmeleon",,"hyalinus",,"distinguendus","","Rambur, 1842","","Synonym",""
"Neu-Syn-139132,"Neu-5656","Neuroleon",,"crosi","(Navás, 1922)",,,,"","Synonym",""
"Neu-Syn-139142,"Neu-3823","Neuroleon",,"antii","(Navás, 1928)",,,,"","Synonym",""
"Neu-Syn-139152,"Neu-7897","Neuroleon",,"danieli","(Lacroix, 1922)",,,,"","Synonym",""
"Neu-Syn-139162,"Neu-6622","Neuroleon",,"festai","(Navás, 1932)",,,,"","Synonym",""
"Neu-Syn-139172,"Neu-6279","Neuroleon",,"inflatus","(Navás, 1926)",,,,"","Synonym",""
"Neu-Syn-139182,"Neu-6609","Neuroleon",,"junior","(Navás, 1930)",,,,"","Synonym",""
"Neu-Syn-139192,"Neu-2101","Neuroleon",,"laniger","(Navás, 1930)",,,,"","Synonym",""
"Neu-Syn-139202,"Neu-9917","Neuroleon",,"lucasi","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-139212,"Neu-4217","Neuroleon",,"lugubris","(Navás, 1926)",,,,"","Synonym",""
"Neu-Syn-139222,"Neu-7842","Neuroleon",,"villosus","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-139262,"Neu-988","Abatoleon",,"bruneri","(Alayo, 1968)",,,,"","Synonym",""
"Neu-Syn-139272,"Neu-9553","Abatoleon",,"camposi","(Banks, 1908)",,,,"","Synonym",""
"Neu-Syn-139492,"Neu-5024","Hesperoleon",,"brunneus","(Currie, 1898)",,,,"","Synonym",""
"Neu-Syn-139502,"Neu-7903","Hesperoleon",,"abdominalis",,"salvus","var.","(Hagen, 1861)","","Synonym",""
"Neu-Syn-139512,"Neu-7903","Hesperoleon",,"abdominalis",,"juvencus","var.","(Hagen, 1861)","","Synonym",""
"Neu-Syn-139522,"Neu-10223","Myrmeleon",,"irroratus","(Burmeister, 1839)",,,,"","Synonym",""
"Neu-Syn-139532,"Neu-3262","Macronemurus",,"contaminatus","(Burmeister, 1839)",,,,"","Synonym",""
"Neu-Syn-139542,"Neu-7380","Macronemurus",,"inscriptus","(Hagen, 1861)",,,,"","Synonym",""
"Neu-Syn-139552,"Neu-10223","Macronemurus",,"irroratus","(Burmeister, 1839)",,,,"","Synonym",""
"Neu-Syn-139562,"Neu-7903","Macronemurus",,"abdominalis","(Say, 1823)",,,,"","Synonym",""
"Neu-Syn-139572,"Neu-3262","Maracanda",,"conspersa","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-139582,"Neu-1685","Maracanda",,"pygmaea","(Hagen, 1861)",,,,"","Synonym",""
"Neu-Syn-139592,"Neu-3262","Cryptoleon",,"conspersus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-139602,"Neu-7246","Coniopteryx","Coniopteryx","parrasi","Monserrat, 1998",,,,"","Synonym",""
"Neu-Syn-139612,"Neu-7247","Coniopteryx","Coniopteryx","morenoae","Monserrat, 1998",,,,"","Synonym",""
"Neu-Syn-139622,"Neu-9115","Coniopteryx",,"furcata","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-139632,"Neu-9522","Coniopteryx","Xeroconiopteryx","hastata","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-139642,"Neu-9570","Coniopteryx","Xeroconiopteryx","israelensis","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-139762,"Neu-1413","Ceraeochrysa",,"pseudovaricosa","Penny, 1998",,,,"","Synonym",""
"Neu-Syn-139822,"Neu-6200","Hemerobius",,"pectinicornis","Monserrat, 1998",,,,"","Synonym",""
"Neu-Syn-139872,"Neu-2821","Nodalla",,"saharica","(Esben-Petersen, 1920)",,,,"","Synonym",""
"Neu-Syn-139902,"Neu-5266","Costachillea",,"geyri","(Esben-Petersen, 1920)",,,,"","Synonym",""
"Neu-Syn-139912,"Neu-5266","Nodalla",,"geyri","(Esben-Petersen, 1920)",,,,"","Synonym",""
"Neu-Syn-139962,"Neu-6859","Nosybus",,"eatoni","(McLachlan, 1898)",,,,"","Synonym",""
"Neu-Syn-139972,"Neu-6859","Nodalla",,"eatoni","(McLachlan, 1898)",,,,"","Synonym",""
"Neu-Syn-140012,"Neu-6318","Hermes",,"griseus","(Fabricius, 1777)",,,,"","Synonym",""
"Neu-Syn-140022,"Neu-6318","Semblis",,"grisea","(Fabricius, 1777)",,,,"","Synonym",""
"Neu-Syn-140032,"Neu-3672","Nora",,"longicollis","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-140052,"Neu-4235","Sogra",,"distincta","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-140062,"Neu-4378","Neoclisis",,"punctulata","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-140092,"Neu-7303","Sogra",,"difficilis","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-140102,"Neu-805","Sogra",,"rufescens","(Gerstaecker, 1885)",,,,"","Synonym",""
"Neu-Syn-140122,"Neu-8198","Sogra",,"lineatipennis","(Péringuey, 1910)",,,,"","Synonym",""
"Neu-Syn-140142,"Neu-8198","Centroclisis",,"distincta",,"lineatipennis","var.","(Péringuey, 1910)","","Synonym",""
"Neu-Syn-140172,"Neu-5828","Sogra",,"adusta","Auber, 1956",,,,"","Synonym",""
"Neu-Syn-140182,"Neu-8142","Hemerobius",,"atratus","(Fabricius, 1781)",,,,"","Synonym",""
"Neu-Syn-140192,"Neu-8142","Hermes",,"atratus","(Fabricius, 1781)",,,,"","Synonym",""
"Neu-Syn-140232,"Neu-4791","Nevromus",,"cephalotes","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-140342,"Neu-3166","Corydalus",,"pallidus","(K. Davis, 1903)",,,,"","Synonym",""
"Neu-Syn-140352,"Neu-9836","Semidalis",,"grancanariensis","Ohm & Hölzel, 1999",,,,"","Synonym",""
"Neu-Syn-140362,"Neu-9100","Aleuropteryx",,"hoelzeli","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140372,"Neu-5502","Aleuropteryx",,"transvaalensis","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140382,"Neu-5502","Aleuropteryx",,"transvaalensis","Meinander, 1996",,,,"","Synonym",""
"Neu-Syn-140392,"Neu-10184","Aleuropteryx",,"dorsalis","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140402,"Neu-6583","Aleuropteryx",,"multispinosa","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140412,"Neu-8751","Aleuropteryx",,"ohmi","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140422,"Neu-8751","Aleuropteryx",,"ohmi","Meinander, 1996",,,,"","Synonym",""
"Neu-Syn-140432,"Neu-9669","Aleuropteryx",,"pseudocapensis","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140442,"Neu-3565","Heteroconis",,"tanzaniae","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140462,"Neu-9989","Nimboa",,"bifurcata","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140472,"Neu-9990","Nimboa",,"manselli","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140482,"Neu-9991","Coniopteryx","Xeroconiopteryx","botswana","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140492,"Neu-9561","Coniopteryx","Xeroconiopteryx","sestertia","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140502,"Neu-9652","Coniopteryx","Coniopteryx","sclerotica","Meinander, 1998",,,,"","Synonym",""
"Neu-Syn-140512,"Neu-1512","Leucochrysa","Nodita","nevermanni","(Navás, 1928)",,,,"","Synonym",""
"Neu-Syn-140522,"Neu-9637","Aleuropteryx",,"clavicornis","Meinander, 1995",,,,"","Synonym",""
"Neu-Syn-140532,"Neu-1193","Aleuropteryx",,"rugosa","Meinander, 1995",,,,"","Synonym",""
"Neu-Syn-140542,"Neu-6465","Coniopteryx","Xeroconiopteryx","falcata","Meinander, 1995",,,,"","Synonym",""
"Neu-Syn-140582,"Neu-6325","Micromus",,"bifasciatus",,"nigroscriptus","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-140592,"Neu-6325","Micromus",,"bifasciatus",,"manapouriensis","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-140612,"Neu-2009","Neohermes",,"cinerascens","(Blanchard in Gay, 1851)",,,,"","Synonym",""
"Neu-Syn-140632,"Neu-641","Hermes",,"hieroglyphicus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-140642,"Neu-641","Corydalus",,"hieroglyphicus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-140652,"Neu-1295","Ascalaphus",,"napoleo","Lefèbvre, 1842",,,,"","Synonym",""
"Neu-Syn-140662,"Neu-7577","Mantis",,"fausta","Thunberg, 1784",,,,"","Synonym",""
"Neu-Syn-140692,"Neu-4235","Centroclisis",,"edax","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-140712,"Neu-10019","Eremoleon",,"dunklei","Stange, 1999",,,,"","Synonym",""
"Neu-Syn-140722,"Neu-1644","Chrysopa","Plesiochrysa","oceanica","Walker, 1853",,,,"","Synonym",""
"Neu-Syn-140752,"Neu-1280","Dichochrysa",,"parabola","(Okamoto, 1919)",,,,"","Synonym",""
"Neu-Syn-140922,"Neu-1316","Ankylopteryx",,"exquisita","(Nakahara, 1955)",,,,"","Synonym",""
"Neu-Syn-140952,"Neu-9925","Mioraphidia",,"furcivenata","(Ren in Ren et al., 1995)",,,,"","Synonym",""
"Neu-Syn-140992,"Neu-9657","Protohermes",,"arunachalensis","Ghosh, 1991",,,,"","Synonym",""
"Neu-Syn-141002,"Neu-9658","Sialis",,"bifida","Hayashi & Suda, 1997",,,,"","Synonym",""
"Neu-Syn-141022,"Neu-4278","Aleuropteryx",,"mestrei","Monserrat, 1997",,,,"","Synonym",""
"Neu-Syn-141032,"Neu-3157","Anisochrysa",,"alcestes","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-141052,"Neu-44","Ceratochrysa",,"lacciperda","(Kimmins, 1955)",,,,"","Synonym",""
"Neu-Syn-141092,"Neu-6741","Coniopteryx","Coniopteryx","curvicaudata","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141102,"Neu-246","Coniopteryx","Xeroconiopteryx","unguihipandriata","Monserrat, 1997",,,,"","Synonym",""
"Neu-Syn-141112,"Neu-8657","Coniopteryx","Xeroconiopteryx","unicef","Monserrat, 1997",,,,"","Synonym",""
"Neu-Syn-141122,"Neu-6742","Coniopteryx","Coniopteryx","plagiotropa","Z.-q. Liu & C.-k. Yang, 1997",,,,"","Synonym",""
"Neu-Syn-141132,"Neu-6743","Coniopteryx","Coniopteryx","vanharteni","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141142,"Neu-4421","Coniopteryx","Xeroconiopteryx","appendiculata","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141152,"Neu-6667","Coniopteryx","Xeroconiopteryx","collaris","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141162,"Neu-3468","Coniopteryx","Xeroconiopteryx","makarkini","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141172,"Neu-3618","Coniopteryx","Xeroconiopteryx","sanana","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141222,"Neu-6115","Dendroleon",,"caelestis","Krivokhatsky, 1997",,,,"","Synonym",""
"Neu-Syn-141232,"Neu-7098","Dendroleon",,"decorillus","C.-k. Yang, 1997",,,,"","Synonym",""
"Neu-Syn-141242,"Neu-5800","Dendroleon",,"melanocoris","C.-k. Yang, 1997",,,,"","Synonym",""
"Neu-Syn-141252,"Neu-5986","Euroleon",,"sanxianus","C.-k. Yang, 1997",,,,"","Synonym",""
"Neu-Syn-141262,"Neu-7114","Glenuroides",,"pumilus","C.-k. Yang, 1997",,,,"","Synonym",""
"Neu-Syn-141282,"Neu-8725","Hemerobius","Monorobius","barkalovi","Dubatolov, 1997",,,,"","Synonym",""
"Neu-Syn-141412,"Neu-434","Neuroleon",,"punjabensis","Iqbal & Yousuf, 1997",,,,"","Synonym",""
"Neu-Syn-141422,"Neu-5744","Nimboa",,"yemenica","Monserrat, 1997",,,,"","Synonym",""
"Neu-Syn-141432,"Neu-435","Nimboa",,"sumarana","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141502,"Neu-7574","Semidalis",,"tenuipennis","Sziráki, 1997",,,,"","Synonym",""
"Neu-Syn-141512,"Neu-5872","Sineuronema",,"angusticollum","C.-k. Yang, 1997",,,,"","Synonym",""
"Neu-Syn-141522,"Neu-6945","Sinosmylites",,"longus","Hong, 1996",,,,"","Synonym",""
"Neu-Syn-141572,"Neu-7170","Baissoptera",,"euneura","Ren, 1997",,,,"","Synonym",""
"Neu-Syn-141592,"Neu-8516","Mesoraphidia",,"heteroneura","Ren, 1997",,,,"","Synonym",""
"Neu-Syn-141612,"Neu-8355","Phiradia",,"myrioneura","Ren, 1997",,,,"","Synonym",""
"Neu-Syn-141622,"Neu-548","Parachrysopa",,"pallens","(Rambur, 1838)",,,,"","Synonym",""
"Neu-Syn-141632,"Neu-548","Chrysopa","Chrysopa","septempunctata","Wesmael, 1841",,,,"","Synonym",""
"Neu-Syn-141642,"Neu-548","Chrysopa","Metachrysopa","septempunctata","Wesmael, 1841",,,,"","Synonym",""
"Neu-Syn-141652,"Neu-548","Cintameva",,"cognata","(McLachlan, 1867)",,,,"","Synonym",""
"Neu-Syn-141662,"Neu-2265","Chrysopa","Chrysopa","intima","McLachlan, 1893",,,,"","Synonym",""
"Neu-Syn-141672,"Neu-131","Chrysopa","Chrysopa","perla","(Linnaeus, 1758)",,,,"","Synonym",""
"Neu-Syn-141682,"Neu-4608","Chrysopa","Nigrochrysopa","formosa","Brauer, 1851",,,,"","Synonym",""
"Neu-Syn-141692,"Neu-4608","Chrysopa","Chrysopa","formosa","Brauer, 1851",,,,"","Synonym",""
"Neu-Syn-141702,"Neu-3235","Chrysopa","Chrysopa","sapporensis","Okamoto, 1914",,,,"","Synonym",""
"Neu-Syn-141712,"Neu-2012","Chrysopa","Chrysopa","lezeyi","Navás, 1910",,,,"","Synonym",""
"Neu-Syn-141722,"Neu-6792","Chrysopa","Nineta","vittata","Wesmael, 1841",,,,"","Synonym",""
"Neu-Syn-141732,"Neu-6792","Chrysocerca",,"vittata","(Wesmael, 1841)",,,,"","Synonym",""
"Neu-Syn-141742,"Neu-6792","Parachrysa",,"olivacea","(Gerstaecker, 1894)",,,,"","Synonym",""
"Neu-Syn-141752,"Neu-837","Chrysopa","Nineta","carinthiaca","Hölzel, 1965",,,,"","Synonym",""
"Neu-Syn-141762,"Neu-2538","Chrysotropia",,"japonica","(Nakahara, 1915)",,,,"","Synonym",""
"Neu-Syn-141772,"Neu-2538","Chrysopa",,"japonica","(Nakahara, 1915)",,,,"","Synonym",""
"Neu-Syn-141782,"Neu-2512","Hemerobius",,"prasinus","(Burmeister, 1839)",,,,"","Synonym",""
"Neu-Syn-141792,"Neu-2512","Anisochrysa",,"prasina","(Burmeister, 1839)",,,,"","Synonym",""
"Neu-Syn-141802,"Neu-2512","Anisochrysa","Anisochrysa","prasina","(Burmeister, 1839)",,,,"","Synonym",""
"Neu-Syn-141812,"Neu-2512","Chrysopa",,"ventralis",,"prasina","","Burmeister, 1839","","Synonym",""
"Neu-Syn-141822,"Neu-4167","Mallada",,"cognatellus","(Okamoto, 1914)",,,,"","Synonym",""
"Neu-Syn-141832,"Neu-3157","Chrysopa","Anisochrysa","alcestes","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-141842,"Neu-3745","Chrysopa",,"vittata",,"formosana","var.","Matsumura, 1910","","Synonym",""
"Neu-Syn-141852,"Neu-3745","Anisochrysa","Anisochrysa","formosana","(Matsumura, 1910)",,,,"","Synonym",""
"Neu-Syn-141862,"Neu-3745","Mallada",,"formosanus","(Matsumura, 1910)",,,,"","Synonym",""
"Neu-Syn-141872,"Neu-947","Chrysopa","Anisochrysa","astur","Banks, 1937",,,,"","Synonym",""
"Neu-Syn-141882,"Neu-4370","Chrysopa","Anisochrysa","basalis","Walker, 1853",,,,"","Synonym",""
"Neu-Syn-141892,"Neu-808","Chrysopa","Anisochrysa","boninensis","Okamoto, 1914",,,,"","Synonym",""
"Neu-Syn-141902,"Neu-808","Anisochrysa","Anisochrysa","boninensis","(Okamoto, 1914)",,,,"","Synonym",""
"Neu-Syn-141912,"Neu-5670","Chrysopa","Chrysoperla","carnea","Stephens, 1836",,,,"","Synonym",""
"Neu-Syn-141922,"Neu-5670","Anisochrysa",,"carnea","(Stephens, 1836)",,,,"","Synonym",""
"Neu-Syn-141932,"Neu-5670","Anisochrysa","Chrysoperla","carnea","(Stephens, 1836)",,,,"","Synonym",""
"Neu-Syn-141942,"Neu-5670","Chrysopa",,"vulgaris",,"microcephala","var.","Brauer, 1851","","Synonym",""
"Neu-Syn-141952,"Neu-4149","Chrysopa",,"vulgaris",,"anpingensis","var.","Esben-Petersen, 1913","","Synonym",""
"Neu-Syn-141962,"Neu-3863","Chrysopa",,"nipponensis",,"kurisakiana","f.","Okamoto, 1914","","Synonym",""
"Neu-Syn-141972,"Neu-139","Chrysopa","Chrysoperla","furcifera","Okamoto, 1914",,,,"","Synonym",""
"Neu-Syn-141982,"Neu-3037","Chrysopa","Brinckochrysa","scelestes","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-142012,"Neu-16849","Ankylopteryx",,"candida","(Fabricius, 1798)",,,,"","Synonym",""
"Neu-Syn-142022,"Neu-16704","Ankylopteryx",,"punctata","(Hagen, 1858)",,,,"","Synonym",""
"Neu-Syn-142032,"Neu-16655","Ankylopteryx",,"trimaculata","(Girard, 1859)",,,,"","Synonym",""
"Neu-Syn-142042,"Neu-4996","Nacaura",,"minomoana","(Nakahara, 1915)",,,,"","Synonym",""
"Neu-Syn-142242,"Neu-4632","Raphidia","Yuraphidia","duomilia","C.-k. Yang, 1998",,,,"","Synonym",""
"Neu-Syn-142282,"Neu-8982","Dichochrysa",,"namibensis","(Hölzel, 1993)",,,,"","Synonym",""
"Neu-Syn-142302,"Neu-895","Neuroleon",,"fanaticus","(McLachlan in Fedchenko, 1875)",,,,"","Synonym",""
"Neu-Syn-142342,"Neu-16585","Dichochrysa",,"flavifrons",,"flavifrons","","(Brauer, 1851)","","Synonym",""
"Neu-Syn-142352,"Neu-16892","Dichochrysa",,"flavifrons",,"nigropunctata","","(Pictet, 1865)","","Synonym",""
"Neu-Syn-142362,"Neu-2646","Dichochrysa",,"cyprina","(Navás, 1932)",,,,"","Synonym",""
"Neu-Syn-142372,"Neu-9890","Dichochrysa",,"viridifrons","Hölzel & Ohm, 1999",,,,"","Synonym",""
"Neu-Syn-142382,"Neu-7855","Sibithone",,"prodroma","(Handlirsch, 1906)",,,,"","Synonym",""
"Neu-Syn-142542,"Neu-7209","Cryptochrysa",,"chloros","de Freitas & Penny, 2001",,,,"","Synonym",""
"Neu-Syn-142572,"Neu-9618","Rudiraphidia",,"liaoningensis","(Ren, 1994)",,,,"","Synonym",""
"Neu-Syn-142592,"Neu-7442","Xynoraphidia",,"shangyuanensis","(Ren, 1994)",,,,"","Synonym",""
"Neu-Syn-142602,"Neu-7441","Xynoraphidia",,"polyphlebia","(Ren, 1994)",,,,"","Synonym",""
"Neu-Syn-142622,"Neu-10199","Mesoraphidia",,"luzzii","Grimaldi, 2000",,,,"","Synonym",""
"Neu-Syn-142762,"Neu-6966","Mallada",,"chaoi","X.-k. Yang & C.-k. Yang, 1990",,,,"","Synonym",""
"Neu-Syn-142962,"Neu-3367","Raphidia",,"notata",,"nistori","var.","Marcu, 1937","","Synonym",""
