"AcceptedTaxonID","Kingdom","Phylum","Class","Order","Superfamily","Family","Genus","SubGenusName","SpeciesEpithet","AuthorString","GSDNameStatus","Sp2000NameStatus","IsExtinct","HasPreHolocene","HasModern","LifeZone","AdditionalData","LTSSpecialist","LTSDate","SpeciesURL","GSDTaxonGUID","GSDNameGUID"
"Neu-727","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Eremoleon","","capitatus","(Navás, 1913)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-728","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Eremoleon","","cerverai","(Navás, 1921)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-729","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Eremoleon","","cerverinus","(Navás, 1921)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-731","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Coniopteryx","Scotoconiopteryx","fumata","Enderlein, 1907","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-732","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Ankylopteryx","Ankylopteryx","polygramma","Gerstaecker, 1894","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-734","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Oedosmylus","","latipennis","Kimmins, 1940","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-735","Animalia","Arthropoda","Insecta","Neuroptera",,"Psychopsidae","Silveira","","marshalli","(McLachlan, 1902)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-736","Animalia","Arthropoda","Insecta","Neuroptera",,"Kalligrammatidae","Meioneurites","","villosus","Panfilov, 1968","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-737","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Spilosmylus","","lichenoides","Navás, 1913","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-739","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Micromus","","angulatus","(Stephens, 1836)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-741","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Tomatares","","vinaceus","Kolbe, 1897","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-742","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Brachyleon","","darwini","(Banks, 1915)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-743","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Bandidus","","hyalinus","(Tillyard, 1916)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-744","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Escura","","josephinae","New, 1985","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-746","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Micromus","","costulatus","Motschulsky, 1863","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-747","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Micromus","","duporti","Lestage, 1929","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-748","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Austrogymnocnemia","","arcuata","New, 1985","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-749","Animalia","Arthropoda","Insecta","Megaloptera",,"Corydalidae","Chloronia","","plaumanni","Penny & Flint, 1982","valid","Accepted Name",0,0,1,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-750","Animalia","Arthropoda","Insecta","Megaloptera",,"Corydalidae","Chloroniella","","peringueyi","Esben-Petersen, 1924","valid","Accepted Name",0,0,1,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-752","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Trichoscelia","","varia","(Walker, 1853)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-753","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Ankylopteryx","Ankylopteryx","tanana","Fraser, 1952","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-758","Animalia","Arthropoda","Insecta","Neuroptera",,"Kalligrammatidae","Sophogramma","","pingquanicum","Q. Yang et al., 2014","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-760","Animalia","Arthropoda","Insecta","Neuroptera",,"Neuroptera, incertae sedis","Guyiling","","jianboni","Shi et al., 2012","valid","Accepted Name",1,1,0,,"","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-761","Animalia","Arthropoda","Insecta","Raphidioptera",,"Mesoraphidiidae","Alavaraphidia","","imperterrita","Pérez-de la Fuente et al., 2012","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-763","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Spiloconis","","fijiensis","Meinander, 1990","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-764","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Coniopteryx","Coniopteryx","exigua","Withycombe, 1925","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-766","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Dicromantispa","","gracilis","(Erichson, 1839)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-768","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Notiobiella","","sedlaceki","New, 1989","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-769","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Notiobiella","","stigmatica","Banks, 1909","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-770","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Notiobiella","","subolivacea","Nakahara, 1915","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-771","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Notiobiella","","tumida","(Navás, 1925)","valid, nomen dubium","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-774","Animalia","Arthropoda","Insecta","Megaloptera",,"Parasialidae","Sojanasialis","","longipennis","Ponomarenko, 1977","valid","Accepted Name",1,1,0,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-775","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Holzezus","","compactus","Krivokhatsky, 1992","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-777","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Gymnoleon","","africanus","(McLachlan, 1885)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-778","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Nacarina","","pletorica","(Navás, 1919)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-779","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysopa","","reboredina","Navás, 1933","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-782","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Suhpalacsa","","microstigma","Navás, 1931","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-783","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Neoconis","","tubifera","Meinander, 1980","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-784","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Acanthaclisis","","occitanica","(Villers, 1789)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-786","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Dicolpus","","sjostedti","(van der Weele, 1905)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-788","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Amoea","","immaculata","(Olivier, 1790)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-791","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Nusalala","","navasi","Kimmins, 1936","valid, nomen dubium","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-792","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Quinemurus","","cinereus","Kimmins, 1943","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-793","Animalia","Arthropoda","Insecta","Neuroptera",,"Kalligrammatidae","Sophogramma","","plecophlebium","Ren & Guo, 1996","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-794","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Stenares","","acutus","Ghosh, 1990","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-795","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Parvoleon","","minimus","New, 1985","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-796","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Deleproctophylla","","gelini","(Navás, 1919)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-797","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Heteroconis","","enderleini","Meinander, 1972","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-798","Animalia","Arthropoda","Insecta","Raphidioptera",,"Inocelliidae","Inocellia","","cornuta","U. Aspöck et al., 2011","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-799","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Nodita","stichocera","Navás, 1913","invalid (treated as valid), unreplaced junior homonym (apparently a valid biological entity; treated as valid pending replacement)","Provisionally Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-800","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Trichoscelia","","anae","Penny, 1983","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-801","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Trichoscelia","","banksi","Enderlein, 1910","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-804","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Fadrina","","rufa","Navás, 1912","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-805","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Centroclisis","","rufescens","(Gerstaecker, 1885)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-806","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Myrmeleon","Myrmeleon","angustatus","(Navás, 1921)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-807","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Delgadus","","sanchezi","Navás, 1914","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-808","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Mallada","","desjardinsi","(Navás, 1911)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-809","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Acheron","","trux","(Walker, 1853)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-810","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Brinckochrysa","","naumanni","Hölzel, 1982","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-814","Animalia","Arthropoda","Insecta","Neuroptera",,"Dilaridae","Dilar","","septentrionalis","Navás, 1912","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-815","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Nodita","garridoi","(Alayo, 1968)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-816","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Libelloides","","rhomboideus","(Schneider, 1845)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-817","Animalia","Arthropoda","Insecta","Megaloptera",,"Sialidae","Sialis","","itasca","Ross, 1937","valid","Accepted Name",0,0,1,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-818","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Apamoeridops","","grandidieri","(van der Weele, 1909)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-819","Animalia","Arthropoda","Insecta","Megaloptera",,"Corydalidae","Protochauliodes","","kirramae","Theischinger, 1983","valid","Accepted Name",0,0,1,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-820","Animalia","Arthropoda","Insecta","Megaloptera",,"Sialidae","Sialis","","nevadensis","K. Davis, 1903","valid","Accepted Name",0,0,1,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-821","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Anchieta","","fumosella","(Westwood, 1867)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-822","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Nodita","orthones","(Banks, 1946)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-823","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysopa","","buehleri","Handschin, 1936","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-824","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysopa","","bulbosa","(Navás, 1926)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-826","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Centroclisis","","maillardi","(Sélys-Longchamps, 1862)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-828","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Proctarrelabis","","burmeisteri","van der Weele, 1909","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-829","Animalia","Arthropoda","Insecta","Neuroptera",,"Kalligrammatidae","Protokalligramma","","bifasciatum","Q. Yang et al., 2011","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-831","Animalia","Arthropoda","Insecta","Neuroptera",,"Hemerobiidae","Micromus","","maculipes","(Fraser, 1957)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-832","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Leucochrysa","boliviana","(Banks, 1915)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-833","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Trichoscelia","","santareni","(Navás, 1914)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-834","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Syngenes","","alluaudi","(van der Weele, 1909)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-835","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Vella","","assimilis","(Banks, 1908)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-837","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Nineta","","carinthiaca","(Hölzel, 1965)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-838","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Euclimacia","","fusca","Stitz, 1913","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-839","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Euclimacia","","gerstaeckeri","Banks, 1920","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-840","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Nodita","indiga","(Navás, 1928)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-841","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Myrmeleon","Myrmeleon","uniformis","(Navás, 1936)","invalid (treated as valid), unreplaced junior homonym (apparently a valid biological entity; treated as valid pending replacement)","Provisionally Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-842","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Myrmeleon","Myrmeleon","uptoni","New, 1985","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-844","Animalia","Arthropoda","Insecta","Raphidioptera",,"Mesoraphidiidae","Alloraphidia","","anomala","Ren, 1997","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-845","Animalia","Arthropoda","Insecta","Megaloptera",,"Corydalidae","Protohermes","","dulongjiangensis","X.-y. Liu et al., 2010","valid","Accepted Name",0,0,1,"terrestrial, freshwater","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-848","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Cordulecerus","","dohrni","van der Weele, 1909","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-850","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Nesochrysa","","virgata","(Tjeder, 1966)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-851","Animalia","Arthropoda","Insecta","Neuroptera",,"Mesochrysopidae","Aristenymphes","","perfecta","Panfilov in Dolin et al., 1980","valid","Accepted Name",1,1,0,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-852","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Kempynus","","striatus","New, 1983","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-853","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Kempynus","","thecatus","New, 1983","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-854","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Euporismus","","albatrox","Tillyard, 1916","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-855","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Isostenosmylus","","fasciatus","Kimmins, 1940","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-858","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysopodes","Chrysopodes","tetiferus","Adams & Penny, 1987","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-859","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysoperla","","externa","(Hagen, 1861)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-860","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysopa","","beccarii","Navás, 1929","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-863","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Heteroconis","","cornuta","Monserrat, 1982","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-864","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Xantholeon","","pentlandensis","Miller & Stange, 2012","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-865","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Coniopteryx","Xeroconiopteryx","virgina","Meinander, 1990","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-868","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Pseudoproctarrelabris","","elegantulus","van der Weele, 1909","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-869","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Nicerus","","gervaisi","Navás, 1912","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-873","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Anchieta","","bella","(Westwood, 1867)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-875","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Anchieta","","eurydella","(Westwood, 1867)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-878","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Chrysopa","","azygota","Banks, 1915","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-879","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Coniocompsa","","mindanaoensis","Meinander, 1972","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-880","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Coniocompsa","","postmaculata","C.-k. Yang, 1964","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-882","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Nuglerus","","scalaris","Navás, 1912","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-884","Animalia","Arthropoda","Insecta","Neuroptera",,"Ascalaphidae","Libelloides","","cunii","(Navás, 1901)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-885","Animalia","Arthropoda","Insecta","Neuroptera",,"Osmylidae","Clydosmylus","","montanus","New, 1983","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-886","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Nodita","nativa","(Navás, 1911)","valid, nomen dubium","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-887","Animalia","Arthropoda","Insecta","Neuroptera",,"Coniopterygidae","Heteroconis","","rieki","Meinander, 1972","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-890","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Nineta","","alpicola","(Kuwayama, 1956)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-895","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Neuroleon","Neuroleon","fanaticus","(McLachlan in Fedchenko, 1875)","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-897","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Mantispa","","pasteuri","Navás, 1909","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-898","Animalia","Arthropoda","Insecta","Neuroptera",,"Mantispidae","Mantispa","","pehlkei","Enderlein, 1910","valid, nomen dubium","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-899","Animalia","Arthropoda","Insecta","Neuroptera",,"Nemopteridae","Amerocroce","","boliviana","Mansell, 1983","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-900","Animalia","Arthropoda","Insecta","Neuroptera",,"Chrysopidae","Leucochrysa","Nodita","inquinata","Gerstaecker, 1888","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
"Neu-903","Animalia","Arthropoda","Insecta","Neuroptera",,"Myrmeleontidae","Elicura","","litigator","Navás, 1911","valid","Accepted Name",0,0,1,"terrestrial","","John D. Oswald",7/23/2018 11:19:05,"","",""
